-376571;Extremadura;Cáceres;Casas de Don Gómez;Casas de Don Gómez
-376574;Extremadura;Badajoz;Casas de Don Pedro;Casas de Don Pedro
-376577;Aragón;Zaragoza;Ardisa;Casas de Esper
-376579;Castilla-La Mancha;Cuenca;Casas de Fernando Alonso;Casas de Fernando Alonso
-376583;Castilla-La Mancha;Cuenca;Casas de Haro;Casas de Haro
-376590;Castilla y León;Ávila;Umbrías;Casas del Abad
-376592;Región de Murcia;Región de Murcia;Alhama de Murcia;Casas del Aljibe
-376602;Castilla-La Mancha;Albacete;Casas de Lázaro;Casas de Lázaro
-376604;Extremadura;Cáceres;Casas del Castañar;Casas del Castañar
-376605;Castilla-La Mancha;Albacete;Alcalá del Júcar;Casas del Cerro
-376607;Región de Murcia;Región de Murcia;Torre-Pacheco;Casas del Cura
-376615;Islas Canarias;El Hierro;Valverde;Casas del Monte
-376616;Extremadura;Cáceres;Casas del Monte;Casas del Monte
-376622;Región de Murcia;Región de Murcia;Murcia;Casas de los Garcías
-376624;Castilla-La Mancha;Cuenca;Casas de los Pinos;Casas de los Pinos
-376625;Castilla y León;Ávila;Casas del Puerto;Casas del Puerto
-376626;Comunidad Valenciana;Valencia;Venta del Moro;Casas del Rey
-376630;Comunidad Valenciana;Alicante;Monóvar / Monòver;Casas del Señor
-376635;Extremadura;Cáceres;Casas de Millán;Casas de Millán
-376640;Comunidad Valenciana;Valencia;Venta del Moro;Casas de Moya
-376645;Comunidad Valenciana;Valencia;Venta del Moro;Casa de Pradas
-376646;Islas Canarias;Tenerife;Puerto de la Cruz;Casas de Quilis
-376647;Extremadura;Badajoz;Casas de Reina;Casas de Reina
-376648;Castilla-La Mancha;Cuenca;Casas de los Pinos;Casas de los Pinos
-376650;Castilla-La Mancha;Cuenca;Villanueva de la Jara;Casas de Santa Cruz
-376653;Región de Murcia;Región de Murcia;Cartagena;Casas de Tallante
-376655;Comunidad Valenciana;Alicante;Calp;Casas de Torrat
-376656;Castilla-La Mancha;Albacete;Casas de Ves;Casas de Ves
-376657;Comunidad Valenciana;Alicante;Dénia;Casas Devesa
-376661;Castilla-La Mancha;Albacete;Casas-Ibáñez;Casas Ibáñez
-376663;Comunidad Valenciana;Alicante;Pedreguer;Casas Jara
-376664;Comunidad Valenciana;Valencia;Xeraco;Casas Las Basas
-376673;Región de Murcia;Región de Murcia;Murcia;Casas Nuevas
-376680;Cantabria;Cantabria;Ruiloba;Casasola
-376685;Comunidad Valenciana;Alicante;Teulada;Casas Playas
-376686;Comunidad Valenciana;Alicante;Pedreguer;Casas Pontet
-376694;Extremadura;Cáceres;Casatejada;Casatejada
-376697;Cataluña;Gerona;Corçà;Casavells
-376698;Castilla y León;Ávila;Casavieja;Casavieja
-376699;Galicia;Orense;Carballeda de Valdeorras;Casayo
-376701;Aragón;Huesca;Casbas de Huesca;Casbas de Huesca
-376706;Castilla y León;Burgos;Cascajares de la Sierra;Cascajares de la Sierra
-376713;Comunidad Foral de Navarra;Comunidad Foral de Navarra;Cascante;Cascante
-376714;Aragón;Teruel;Cascante del Río;Cascante del Río
-376716;Islas Baleares;Mallorca;Felanitx;Cas Concos
-376719;Comunidad Foral de Navarra;Comunidad Foral de Navarra;Cáseda;Cáseda
-376720;Galicia;Lugo;Samos;Casela
-376723;Cataluña;Tarragona;Caseres;Caseras
-376728;Comunidad Valenciana;Alicante;Campello, el;Caserío Cañada
-376736;Cataluña;Barcelona;Sant Sadurní d'Anoia;Caserío de Ca'l Batista
-376738;Cataluña;Barcelona;Subirats;Caserío de Ca'n Rosell
-376742;Comunidad Valenciana;Alicante;Castalla;Caserío El Campello
-376756;Comunidad Valenciana;Valencia;Xeresa;Caserío La Estación
-376763;Región de Murcia;Región de Murcia;Cartagena;Caserío Los Fuentes de los Solanos
-376767;Región de Murcia;Región de Murcia;Murcia;Caserío los Tarquinos
-376779;Cataluña;Barcelona;Casserres;Caserras
-376781;Aragón;Zaragoza;Zaragoza;Casetas
-376786;Región de Murcia;Región de Murcia;Caravaca de la Cruz;Casicas
-376787;Comunidad Valenciana;Alicante;Crevillent;Casicas
-376789;Principado de Asturias;Principado de Asturias;Valdés;Casiellas
-376792;Castilla y León;Ávila;Casillas;Casillas
-376800;Castilla y León;Soria;Caltojar;Casillas de Berlanga
-376804;Islas Canarias;Fuerteventura;Puerto del Rosario;Casillas del Ángel
-376808;Islas Canarias;Fuerteventura;Antigua;Casillas de Morales
-376811;Extremadura;Cáceres;Valencia de Alcántara;Casiñas Altas
-376812;Extremadura;Cáceres;Valencia de Alcántara;Casiñas Bajas
-376813;Comunidad Valenciana;Valencia;Casinos;Casinos
-376814;Castilla y León;Segovia;Casla;Casla
-376820;Aragón;Zaragoza;Caspe;Caspe
-376822;Castilla-La Mancha;Guadalajara;Caspueñas;Caspueñas
-376824;Cataluña;Gerona;Cassà de la Selva;Cassá de la Selva
-376826;Comunidad Valenciana;Alicante;Castalla;Castalla
-376832;Extremadura;Cáceres;Castañar de Ibor;Castañar de Ibor
-376833;Castilla y León;Burgos;Burgos;Castañares
-376834;La Rioja;La Rioja;Viguera;Castañares de las Cuevas
-376835;La Rioja;La Rioja;Castañares de Rioja;Castañares de Rioja
-376838;Principado de Asturias;Principado de Asturias;Morcín;Castandiello
-376839;Galicia;La Coruña;Arzúa;Castañeda
-376841;Principado de Asturias;Principado de Asturias;Cangas del Narcea;Castañedo
-376847;Cantabria;Cantabria;Ribamontán al Mar;Castanedo
-376848;Principado de Asturias;Principado de Asturias;Valdés;Castañedo
-376855;Principado de Asturias;Principado de Asturias;Bimenes;Castañera
-376860;Principado de Asturias;Principado de Asturias;Cudillero;Castañeras
-376861;Aragón;Huesca;Montanuy;Castanesa
-376867;Andalucía;Huelva;Castaño del Robledo;Castaño de Robledo
-376875;Andalucía;Huelva;Aracena;Castañuelo
-376877;Andalucía;Granada;Cástaras;Cástaras
-376879;Comunidad Foral de Navarra;Comunidad Foral de Navarra;Castejón;Castejón
-376886;Aragón;Zaragoza;Castejón de las Armas;Castejón de las Armas
-376888;Aragón;Huesca;Castejón del Puente;Castejón del Puente
-376889;Aragón;Huesca;Castejón de Monegros;Carvoeiro
-376891;Aragón;Huesca;Castejón de Sos;Castejón de Sos
-376905;Cataluña;Barcelona;Navàs;Castelladral
-376909;Castilla y León;Zamora;Puebla de Sanabria;Castellanos
-376912;Castilla y León;Burgos;Castellanos de Castro;Castellanos de Castro
-376913;Castilla y León;Salamanca;Castellanos de Moriscos;Castellanos de Moriscos
-376914;Castilla y León;Salamanca;Castellanos de Villiquera;Castellanos de Villiquera
-376916;Cataluña;Barcelona;Castellar del Vallès;Castellar
-376925;Andalucía;Cádiz;Castellar de la Frontera;Castellar de la Frontera
-376926;Cataluña;Gerona;Vall de Bianya, La;Castellar de la Montaña
-376928;Cataluña;Gerona;Quart;Castellar de la Selva
-376930;Cataluña;Barcelona;Castellar de n'Hug;Castellar de n'Hug
-376931;Castilla-La Mancha;Ciudad Real;Castellar de Santiago;Castellar de Santiago
-376936;Cataluña;Barcelona;Castellbell i el Vilar;Castellbell i Vilar
-376937;Cataluña;Barcelona;Castellbisbal;Castellbisbal
-376938;Cataluña;Lérida;Montferrer i Castellbò;Vall de Castellbò
-376940;Cataluña;Barcelona;Castellcir;Castellcir
-376941;Cataluña;Lérida;Seu d'Urgell, La;Castellciutat
-376942;Cataluña;Lérida;Castelldans;Castelldáns
-376944;Comunidad Valenciana;Alicante;Castell de Castells;Castell de Castells
-376945;Cataluña;Barcelona;Castelldefels;Castelldefels
-376946;Andalucía;Granada;Lújar;Castell de Ferro
-376947;Cataluña;Barcelona;Castell de l'Areny;Castell del Areny
-376948;Cataluña;Barcelona;Castellet i la Gornal;Castellet
-376951;Comunidad Valenciana;Castellón;Castellfort;Castellfort
-376952;Cataluña;Gerona;Castellfollit de la Roca;Castellfollit de la Roca
-376953;Cataluña;Barcelona;Castellfollit del Boix;Castellfullit del Boix
-376954;Cataluña;Barcelona;Castellfollit de Riubregós;Castellfullit de Riubregós
-376955;Islas Baleares;Mallorca;Algaida;Castellitx
-376959;Cataluña;Lérida;Castellnou de Seana;Castellnou de Seana
-376960;Comunidad Valenciana;Castellón;Castellnovo;Castellnovo
-376963;Cataluña;Gerona;Castelló d'Empúries;Castelló d'Empúries
-376964;Cataluña;Lérida;Castelló de Farfanya;Castelló de Farfaña
-376965;Cataluña;Barcelona;Castellolí;Castellolí
-376967;Comunidad Valenciana;Castellón;Castellón de la Plana / Castelló de la Plana;Castellón de la Plana
-376968;Comunidad Valenciana;Valencia;Castelló de Rugat;Castellón de Rugat
-376970;Comunidad Valenciana;Valencia;Castellonet de la Conquesta;Castellonet
-376971;Aragón;Teruel;Castellote;Castellote
-376973;Cataluña;Lérida;Castellserà;Castellserá
-376974;Cataluña;Barcelona;Castellterçol;Castelltersol
-376975;Cataluña;Tarragona;Castellvell del Camp;Castellvell
-376976;Cataluña;Barcelona;Castellví de Rosanes;Castellví de Rosanés
-376979;Galicia;Lugo;Incio, O;Castelo
-376984;Galicia;Lugo;Cervantes;Castelo
-376988;Galicia;La Coruña;Muxía;Castelo
-376999;Aragón;Teruel;Alcañiz;Castelserás
-377001;Comunidad Valenciana;Valencia;Castielfabib;Castielfabib
-377004;Principado de Asturias;Principado de Asturias;Parres;Castiello
-377006;Principado de Asturias;Principado de Asturias;Colunga;Castiello
-377010;Principado de Asturias;Principado de Asturias;Colunga;Castiello de Abajo
-377011;Aragón;Huesca;Castiello de Jaca;Castiello de Jaca
-377013;Aragón;Huesca;Castigaleu;Castigaleu
-377014;Extremadura;Badajoz;Castilblanco;Castilblanco
-377017;Andalucía;Sevilla;Castilblanco de los Arroyos;Castilblanco de los Arroyos
-377019;Andalucía;Córdoba;Priego de Córdoba;Castil de Campos
-377022;Castilla y León;Burgos;Castildelgado;Castildelgado
-377035;Aragón;Huesca;Castillazuelo;Castillazuelo
-377038;Andalucía;Sevilla;Castilleja de la Cuesta;Castilleja de la Cuesta
-377040;Andalucía;Granada;Castilléjar;Castilléjar
-377051;Castilla-La Mancha;Cuenca;Huete;Castillejo del Romeral
-377053;Castilla y León;Segovia;Castillejo de Mesleón;Castillejo de Mesleón
-377054;Castilla y León;Soria;Castillejo de Robledo;Castillejo de Robledo
-377062;Andalucía;Jaén;Chilluévar;Castillo
-377063;Extremadura;Cáceres;Pinofranqueado;Castillo
-377066;Cantabria;Cantabria;Arnuero;Castillo
-377082;Andalucía;Málaga;Torrox;Castillo Bajo
-377085;Cataluña;Gerona;Castell-Platja d'Aro;Castillo de Aro
-377086;Andalucía;Granada;Polopos;Castillo de Baños
-377087;Castilla-La Mancha;Toledo;Castillo de Bayuela;Castillo de Bayuela
-377088;Castilla-La Mancha;Cuenca;Castillo de Garcimuñoz;Castillo de Garcimuñoz
-377091;Andalucía;Jaén;Castillo de Locubín;Castillo de Locubín
-377093;Comunidad Valenciana;Valencia;Font d'En Carròs, la;Castillo del Reboller
-377094;Islas Canarias;Gran Canaria;San Bartolomé de Tirajana;Castillo del Romeral
-377095;Andalucía;Jaén;Mancha Real;Castillo de Recena
-377096;Andalucía;Málaga;Manilva;Castillo de Sabinillas
-377098;Comunidad Valenciana;Castellón;Castillo de Villamalefa;Castillo de Villamalefa
-377100;Galicia;Lugo;Pantón;Castillón
-377102;Aragón;Huesca;Castillonroy;Castillonroy
-377104;Cantabria;Cantabria;Corvera de Toranzo;Castillo-Pedroso
-377107;Castilla-La Mancha;Guadalajara;Castilnuevo;Castilnuevo
-377109;Aragón;Huesca;Loporzano;Castilsabás
-377110;La Rioja;La Rioja;Galbárruli;Castilseco
-377111;Castilla y León;Segovia;Fresno de Cantespino;Castiltierra
-377113;Galicia;Orense;Vilariño de Conso;Castiñeira
-377114;Galicia;La Coruña;Ribeira;Castiñeiras
-377120;Aragón;Teruel;Teruel;Castralvo
-377126;Castilla y León;Palencia;Castrejón de la Peña;Castrejón de la Peña
-377128;Galicia;Orense;San Xoán de Río;Castrelo
-377130;Galicia;Pontevedra;Cambados;Castrelo
-377139;Galicia;Orense;Castrelo de Miño;Castrelo de Miño
-377144;Andalucía;Granada;Castril;Castril
-377152;Castilla y León;León;Villamejil;Castrillo de Cepeda
-377156;Castilla y León;Zamora;Castrillo de la Guareña;Castrillo de la Guareña
-377160;Castilla y León;Burgos;Castrillo de la Vega;Castrillo de la Vega
-377162;Castilla y León;León;Astorga;Castrillo de los Polvazares
-377163;Castilla y León;Burgos;Castrillo del Val;Castrillo del Val
-377169;Castilla y León;León;Villazala;Castrillo de San Pelayo
-377170;Castilla y León;Segovia;Sepúlveda;Castrillo de Sepúlveda
-377177;Principado de Asturias;Principado de Asturias;Castrillón;Castrillón
-377184;Galicia;Lugo;Carballedo;Castro
-377187;Galicia;La Coruña;Boiro;Castro
-377192;Galicia;La Coruña;Melide;Castro
-377202;Cantabria;Cantabria;Cillorigo de Liébana;Castro
-377204;Galicia;La Coruña;Sada;Castro
-377209;Galicia;La Coruña;Valdoviño;Castro
-377221;Galicia;Orense;Castro Caldelas;Castro Caldelas
-377223;Castilla y León;León;Castrocontrigo;Castrocontrigo
-377231;Castilla y León;Segovia;Castro de Fuentidueña;Castro de Fuentidueña
-377234;Andalucía;Córdoba;Castro del Río;Castro del Río
-377235;Galicia;Lugo;Alfoz;Castro de Oro
-377238;Castilla y León;Zamora;Cobreros;Castro de Sanabria
-377242;Galicia;La Coruña;Pino, O;Castrofeito
-377245;Castilla y León;Burgos;Castrojeriz;Castrojeriz
-377248;Castilla y León;Segovia;Castrojimeno;Castrojimeno
-377252;Galicia;Lugo;Portomarín;Castromayor
-377265;Galicia;Lugo;Pobra do Brollón, A;Castroncelos
-377268;Castilla y León;Valladolid;Castronuño;Castronuño
-377271;Castilla y León;León;Castropodame;Castropodame
-377272;Principado de Asturias;Principado de Asturias;Castropol;Castropol
-377275;Castilla y León;León;Puente de Domingo Flórez;Castroquilame
-377277;Castilla y León;Segovia;Castroserna de Abajo;Castroserna de Abajo
-377278;Castilla y León;Segovia;Prádena;Castroserna de Arriba
-377283;Cantabria;Cantabria;Castro-Urdiales;Castro Urdiales
-377285;Principado de Asturias;Principado de Asturias;Tapia de Casariego;Castrovaselle
-377288;Galicia;Lugo;Castroverde;Castroverde
-377290;Castilla y León;Valladolid;Castroverde de Cerrato;Castroverde de Cerrato
-377294;Extremadura;Badajoz;Castuera;Castuera
-377296;Comunidad Valenciana;Valencia;Catadau;Catadau
-377302;Comunidad Valenciana;Valencia;Catarroja;Catarroja
-377305;Galicia;La Coruña;Outes;Catasueiro
-377307;Comunidad Valenciana;Castellón;Catí;Catí
-377308;Cataluña;Tarragona;Catllar, El;Catllar
-377310;Galicia;Pontevedra;Catoira;Catoira
-377311;Comunidad Valenciana;Alicante;Catral;Catral
-377312;Comunidad Valenciana;Alicante;Catral;Catral
-377317;Aragón;Teruel;Teruel;Caudé
-377319;Castilla-La Mancha;Albacete;Caudete;Caudete
-377321;Comunidad Valenciana;Valencia;Caudete de las Fuentes;Caudete de las Fuentes
-377322;Comunidad Valenciana;Castellón;Caudiel;Caudiel
-377323;Castilla-La Mancha;Toledo;Novés;Caudilla
-377324;Cataluña;Gerona;Vidreres;Caulés
-377327;Principado de Asturias;Principado de Asturias;Somiedo;Caunedo
-377330;Comunidad Valenciana;Alicante;Alfàs del Pi, l';Cautivador
-377336;Cantabria;Cantabria;Valdáliga;Caviedes
-377342;Principado de Asturias;Principado de Asturias;Llanera;Cayés
-377343;Galicia;La Coruña;Laracha, A;Cayón (Caión)
-377346;Castilla-La Mancha;Toledo;Cazalegas;Cazalegas
-377349;Andalucía;Sevilla;Cazalla de la Sierra;Cazalla de la Sierra
-377350;Principado de Asturias;Principado de Asturias;Villaviciosa;Cazamular
-377351;Principado de Asturias;Principado de Asturias;Villaviciosa;Cazanes
-377356;Principado de Asturias;Principado de Asturias;Amieva;Cazo
-377359;Andalucía;Jaén;Cazorla;Cazorla
-377363;Castilla y León;Zamora;Cazurra;Cazurra
-377365;Galicia;Orense;San Cristovo de Cea;Cea
-377371;Castilla y León;Zamora;Fonfría;Ceadea
-377373;Andalucía;Jaén;Huesa;Ceal
-377387;Galicia;Orense;Ourense;Cebollino
-377394;Galicia;Lugo;Pedrafita do Cebreiro;O Cebreiro
-377395;Castilla y León;Ávila;Cebreros;Cebreros
-377397;Castilla y León;León;Cebrones del Río;Cebrones del Río
-377398;Galicia;La Coruña;Cambre;Lugar Nebrixe
-377399;Principado de Asturias;Principado de Asturias;Nava;Ceceda de Abajo
-377401;Cantabria;Cantabria;Riotuerto;Ceceñas
-377402;Cantabria;Cantabria;Valdáliga;Ceceño
-377404;Extremadura;Cáceres;Ceclavín;Cedavín
-377405;Principado de Asturias;Principado de Asturias;Ibias;Cecos
-377409;Galicia;La Coruña;Cedeira;Cedeira
-377414;Castilla y León;Segovia;Cedillo de la Torre;Cedillo de la Torre
-377415;Castilla-La Mancha;Toledo;Cedillo del Condado;Cedillo del Condado
-377416;Cataluña;Lérida;Torrefeta i Florejacs;Sedo
-377426;Galicia;La Coruña;Cee;Cee
-377427;Principado de Asturias;Principado de Asturias;Gijón;Cefontes
-377431;Castilla y León;Segovia;Aldealengua de Pedraza;Ceguilla
-377432;Región de Murcia;Región de Murcia;Cehegín;Cehegín
-377435;Galicia;La Coruña;Baña, A;Ceilán
-377448;Galicia;Pontevedra;Vigo;Cela
-377455;Principado de Asturias;Principado de Asturias;Pesoz;Cela
-377457;Castilla y León;León;San Justo de la Vega;Celada
-377458;Principado de Asturias;Principado de Asturias;Villaviciosa;Celada
-377464;Cantabria;Cantabria;Hermandad de Campoo de Suso;Celada de los Calderones
-377476;Galicia;Orense;Celanova;Celanova
-377480;País Vasco;Vizcaya;Gautegiz Arteaga;Celayeta
-377482;Galicia;Orense;Teixeira, A;Celeiros
-377485;Cantabria;Cantabria;Rionansa;Celis
-377486;Aragón;Teruel;Cella;Cella
-377489;Principado de Asturias;Principado de Asturias;Laviana;Celleruelo
-377490;Principado de Asturias;Principado de Asturias;Siero;Celles
-377495;Principado de Asturias;Principado de Asturias;Cangas de Onís;Celorio
-377496;Principado de Asturias;Principado de Asturias;Llanes;Celorio
-377497;Cataluña;Gerona;Celrà;Celrá
-377500;Galicia;La Coruña;Ortigueira;Céltigos
-377501;Cantabria;Cantabria;Rionansa;Celucos
-377504;Castilla y León;León;Chozas de Abajo;Cembranos
-377517;Principado de Asturias;Principado de Asturias;Mieres;Cenera
-377520;Andalucía;Granada;Cenes de la Vega;Cenes de la Vega
-377522;La Rioja;La Rioja;Cenicero;Cenicero
-377524;Comunidad de Madrid;Comunidad de Madrid;Cenicientos;Cenicientos
-377527;Castilla-La Mancha;Albacete;Cenizate;Cenizate
-377528;Galicia;Orense;Cenlle;Cenlle
-377531;Cataluña;Barcelona;Centelles;Centelles
-377538;Aragón;Huesca;Peñas de Riglos, Las;Centenero
-377544;Cataluña;Lérida;Torre de Cabdella, La;Central
-377548;Galicia;La Coruña;Ares;Centroña
-377551;Castilla y León;Salamanca;Cepeda;Cepeda
-377552;Galicia;Pontevedra;Pazos de Borbén;Cepeda
-377561;País Vasco;Guipúzcoa;Mutiloa;Cerain
-377565;Galicia;La Coruña;Cedeira;Cerbo
-377569;Comunidad de Madrid;Comunidad de Madrid;Boalo, El;Cerceda
-377572;Galicia;La Coruña;Boiro;Cerceda
-377574;Comunidad de Madrid;Comunidad de Madrid;Cercedilla;Cercedilla
-377583;Galicia;Orense;San Xoán de Río;Cerdeira
-377586;Galicia;La Coruña;Cerdido;Cerdido
-377588;Castilla y León;Zamora;Trefacio;Cerdillo
-377594;Principado de Asturias;Principado de Asturias;Allande;Cereceda
-377595;Cantabria;Cantabria;Rasines;Cereceda
-377596;Principado de Asturias;Principado de Asturias;Piloña;Cereceda
-377613;Aragón;Huesca;Laspuña;Ceresa
-377622;Castilla y León;Salamanca;Cerezal de Peñahorcada;Cerezal de Peñahorcada
-377626;Castilla y León;León;Vegas del Condado;Cerezales del Condado
-377628;Extremadura;Cáceres;Cerezo;Cerezo
-377638;Castilla y León;Segovia;Cerezo de Abajo;Cerezo de Abajo
-377639;Castilla y León;Segovia;Cerezo de Arriba;Cerezo de Arriba
-377640;Castilla-La Mancha;Guadalajara;Humanes;Cerezo de Mohernando
-377655;Castilla y León;Burgos;Merindad de Río Ubierna;Cernégula
-377659;Aragón;Teruel;Cerollera, La;Cerollera
-377675;Cantabria;Cantabria;Reocín;Cerrazo
-377676;Galicia;Orense;Nogueira de Ramuín;Cerreda
-377678;Principado de Asturias;Principado de Asturias;Degaña;Cerredo
-377682;Andalucía;Granada;Maracena;Cerrillo de Maracena
-377691;Islas Canarias;Tenerife;Icod de los Vinos; 
-377698;Andalucía;Córdoba;Córdoba;Cerro Muriano
-377711;Cataluña;Barcelona;Cervelló;Cervelló
-377712;Cataluña;Lérida;Cervera;Cervera
-377713;Principado de Asturias;Principado de Asturias;Cabranes;Cervera
-377719;Comunidad de Madrid;Comunidad de Madrid;Cervera de Buitrago;Cervera de Buitrago
-377721;Castilla-La Mancha;Cuenca;Cervera del Llano;Cervera del Llano
-377722;Comunidad Valenciana;Castellón;Cervera del Maestre;Cervera del Maestre
-377723;Castilla-La Mancha;Toledo;Cervera de los Montes;Cervera de los Montes
-377725;La Rioja;La Rioja;Cervera del Río Alhama;Cervera del Río Alhama
-377726;Castilla y León;Palencia;Cervera de Pisuerga;Cervera de Pisuerga
-377729;Cataluña;Lérida;Pobla de Cérvoles, La;Cerviá
-377730;Cataluña;Gerona;Cervià de Ter;Cerviá de Ter
-377735;Galicia;Lugo;Cervo;Cervo
-377740;Galicia;Pontevedra;Caldas de Reis;César
-377742;Galicia;Pontevedra;Cuntis;César
-377751;Galicia;La Coruña;Cabana de Bergantiños;Cesullas
-377752;Galicia;La Coruña;Oza-Cesuras;Cesuras
-377755;Ceuta;Ceuta;Ceuta;Ceuta
-377758;Región de Murcia;Región de Murcia;Ceutí;Ceutí
-377769;Islas Canarias;Tenerife;Güímar;Chabaica
-377771;Galicia;Pontevedra;Campo Lameiro;Chacente
-377791;Islas Canarias;Tenerife;Candelaria;Chacajo
-377804;Galicia;Lugo;Corgo, O;Chamoso
-377812;Galicia;Pontevedra;Nigrán;Chandebrito
-377817;Galicia;Lugo;Nogais, As;Chan de Vilar
-377821;Galicia;Orense;Parada de Sil;Chandreja
-377822;Castilla y León;Segovia;Chañe;Chañe
-377825;Castilla y León;Zamora;Lubián;Chanos
-377826;Galicia;Lugo;Chantada;Chantada
-377838;Galicia;Pontevedra;Silleda;Chapa
-377847;Galicia;Pontevedra;Redondela;Chapela
-377859;Islas Canarias;Tenerife;Granadilla de Abona;Charco del Pino
-377872;Andalucía;Jaén;Alcalá la Real;Charilla
-377873;Aragón;Huesca;Fueva, La;Charo
-377884;Castilla y León;Segovia;Cuéllar;Chatún
-377885;Andalucía;Granada;Chauchina;Chauchina
-377889;País Vasco;Vizcaya;Sopuerta;Chávarri
-377896;Castilla y León;Segovia;Santiuste de Pedraza;Chavida
-377902;Castilla-La Mancha;Guadalajara;Checa;Checa
-377904;Extremadura;Badajoz;Cheles;Cheles
-377905;Comunidad Valenciana;Valencia;Chella;Chella
-377907;Comunidad Valenciana;Valencia;Chelva;Chelva
-377913;Comunidad Valenciana;Valencia;Chera;Chera
-377921;Comunidad Valenciana;Castellón;Xert;Chert
-377923;Comunidad Valenciana;Valencia;Cheste;Cheste
-377924;Aragón;Huesca;Chía;Chía
-377926;Aragón;Huesca;Loporzano;Chibluco
-377937;Andalucía;Cádiz;Chiclana de la Frontera;Chiclana de la Frontera
-377948;Islas Canarias;Tenerife;Guía de Isora;Chiguergue
-377949;Andalucía;Málaga;Vélez-Málaga;Chilches
-377950;Comunidad Valenciana;Castellón;Chilches / Xilxes;Chilches
-377952;Islas Canarias;Fuerteventura;Pájara;Chilegua
-377958;Castilla-La Mancha;Cuenca;Chillarón de Cuenca;Chillarón de Cuenca
-377959;Castilla-La Mancha;Guadalajara;Chillarón del Rey;Chillarón del Rey
-377960;Castilla-La Mancha;Ciudad Real;Chillón;Chillón
-377964;Castilla-La Mancha;Guadalajara;Chiloeches;Chiloeches
-377965;Galicia;Pontevedra;Marín;Islote de Chilreu
-377968;Andalucía;Granada;Chimeneas;Chimeneas
-377969;Islas Canarias;Tenerife;Granadilla de Abona;Chimiche
-377972;Islas Canarias;Tenerife;Santa Cruz de Tenerife;Chinamada
-377979;Castilla-La Mancha;Albacete;Chinchilla de Monte-Aragón;Chinchilla de Montearagón
-377980;Comunidad de Madrid;Comunidad de Madrid;Chinchón;Chinchón
-377981;Andalucía;Jaén;Villanueva del Arzobispo;Chincolla
-377986;Comunidad Valenciana;Alicante;Monóvar / Monòver;Chinorlet
-377987;Islas Canarias;Tenerife;Guía de Isora;Chío
-377988;Andalucía;Cádiz;Chipiona;Chipiona
-377989;Aragón;Zaragoza;Caspe;Chiprana
-377990;Islas Canarias;Tenerife;Arafo;Chiquenge
-377996;Islas Canarias;Tenerife;Guía de Isora;Chirche
-378000;Andalucía;Almería;Chirivel;Chirivel
-378002;Comunidad Valenciana;Valencia;Xirivella;Chirivella
-378005;Andalucía;Granada;Lecrín;Chite
-378006;Comunidad Valenciana;Valencia;Chiva;Chiva
-378009;Comunidad Valenciana;Castellón;Morella;Chiva de Morella
-378015;Comunidad Valenciana;Castellón;Chodos / Xodos;Chodos
-378046;Comunidad Valenciana;Castellón;Chóvar;Chóvar
-378052;Castilla y León;León;Chozas de Abajo;Chozas de Abajo
-378054;Castilla-La Mancha;Toledo;Chozas de Canales;Chozas de Canales
-378057;Andalucía;Huelva;Chucena;Chucena
-378060;Castilla-La Mancha;Toledo;Nambroca;Chueca
-378061;Comunidad Valenciana;Valencia;Chulilla;Chulilla
-378070;Región de Murcia;Región de Murcia;Murcia;Churra
-378072;Andalucía;Málaga;Málaga;Churriana
-378073;Andalucía;Granada;Churriana de la Vega;Churriana de la Vega
-378078;Principado de Asturias;Principado de Asturias;Langreo;Ciaño
-378080;Comunidad Foral de Navarra;Comunidad Foral de Navarra;Odieta;Ciáurriz
-378084;Principado de Asturias;Principado de Asturias;Cangas del Narcea;Cibuyo
-378085;Cantabria;Cantabria;Peñarrubia;Cicera
-378086;Galicia;La Coruña;Santa Comba;Cícere
-378087;Cantabria;Cantabria;Bárcena de Cicero;Cicero
-378096;Castilla y León;Soria;Cidones;Cidones
-378097;Comunidad de Madrid;Comunidad de Madrid;Ciempozuelos;Ciempozuelos
-378098;Principado de Asturias;Principado de Asturias;Amieva;Cien
-378099;Principado de Asturias;Principado de Asturias;Quirós;Cienfuegos
-378104;País Vasco;Vizcaya;Zierbena;Ciérvana
-378108;Región de Murcia;Región de Murcia;Cartagena;Isla Ciervo
-378111;Región de Murcia;Región de Murcia;Cieza;Cieza
-378113;Castilla-La Mancha;Guadalajara;Cifuentes;Cifuentes
-378117;Castilla y León;Valladolid;Cigales;Cigales
-378123;Castilla y León;Burgos;Villarcayo de Merindad de Castilla la Vieja;Cigüenza
-378124;Cantabria;Cantabria;Alfoz de Lloredo;Cigüenza
-378127;Castilla y León;Valladolid;Ciguñuela;Ciguñuela
-378129;La Rioja;La Rioja;Cihuri;Cihuri
-378131;Andalucía;Granada;Cijuela;Cijuela
-378132;Castilla-La Mancha;Albacete;Villatoya;Cilanco
-378133;Comunidad Foral de Navarra;Comunidad Foral de Navarra;Ezcabarte;Cildoz
-378135;Castilla y León;Palencia;Barruelo de Santullán;Cillamayor
-378136;Castilla y León;Ávila;Cillán;Cillán
-378142;Galicia;Lugo;Viveiro;Cillero
-378143;Extremadura;Cáceres;Cilleros;Cilleros
-378147;Castilla-La Mancha;Albacete;Masegoso;Cilleruelo
-378151;Castilla y León;Burgos;Valle de Valdebezana;Cilleruelo de Bezana
